,0
0,0.0006665925607208125
1,0.0006724396058431912
2,0.0007269060452673964
3,0.0006086937731729925
4,0.0007503166922053667
5,0.0007133388048823586
6,0.0007056056225321737
7,0.0006738984635325531
8,0.0007149684605792375
9,0.000754416911019378
10,0.0007033737506415308
11,0.0007433594694264815
12,0.0007261788007826353
13,0.0006588437667499832
14,0.0007462387412368841
15,0.0006839233856413427
16,0.0013003326870579706
17,0.0017729127303955084
18,0.0018804423348195958
19,0.0015970761898058937
20,0.0019534772655059865
21,0.0018600803398064107
22,0.0018313975459712376
23,0.0015603417442522675
24,0.0015603417442522675
25,0.0017905309825169203
26,0.0017023755114499287
27,0.0016956539634833308
28,0.0011902412500404392
29,0.0009034927450189808
30,0.0016766530230738666
31,0.0007645030192419761
32,0.00178232671141153
33,0.0008842011786642769
34,0.001565211141277761
35,0.0015140153353103971
36,0.0014967491682169663
37,0.0009538836943872583
38,0.001434380862432798
39,0.0017240614576834086
40,0.0015640930102554013
41,0.0017401185504956188
42,0.0017375344288104552
43,0.0015460620053188998
44,0.0013685848234759775
45,0.0017267693233082857
46,0.001487253105283518
47,0.0009992017443575664
48,0.001022490507058702
49,0.001139227928598829
50,0.001491511999295389
51,0.0014132289663794984
52,0.0010324884907347116
53,0.0015172798267620753
54,0.001364638002625619
55,0.0014374380198075509
56,0.0015505338648545478
57,0.0016234814101167934
58,0.0015178364217520268
59,0.001671530387414691
60,0.0014851312584604414
61,0.0009020530081180913
62,0.0015071783608203789
63,0.0013161915259272978
64,0.001370449603155678
65,0.0014027197766893619
66,0.0013951009824195973
67,0.0014327776890716867
68,0.001666747277918557
69,0.0016576968121256113
70,0.0016486954093553063
71,0.0016131751590453378
72,0.001639742810169507
73,0.0013109439205681254
74,0.0014293563746184755
75,0.0014285322703630743
76,0.0015358401066881112
77,0.0014594067651924367
78,0.0007594041741026782
79,0.0016247919488559556
80,0.0013942913531935193
81,0.0015429827897637137
82,0.00140660223579396
83,0.0014151079971008625
