,0
0,0.0009222248253646047
1,0.000916999442905331
2,0.0009345333627610344
3,0.0009222248253646047
4,0.00088722321979946
5,0.0008526016904259275
6,0.0008030219562103326
7,0.0010964242627307323
8,0.0008183782995408267
9,0.0008946958022465497
10,0.0009239732219469657
11,0.0008439031128649458
12,0.000885903341313268
13,0.0008977275460248726
14,0.0009049216328980741
15,0.000913532299541585
16,0.0008542412042654202
17,0.000916999442905331
18,0.000798471445208458
19,0.0009292383042392369
20,0.0009083561257770064
21,0.001348322899619331
22,0.001278706219891237
23,0.0012859554706740087
24,0.0011897754511092308
25,0.0011925136325308299
26,0.001302975905582612
27,0.0012218478360321642
28,0.0012471032496365654
29,0.0011740656225575847
30,0.0011877342620865928
31,0.0012489644627779177
32,0.0012433452989459401
33,0.0012461730697907356
34,0.0009143062859363151
35,0.0012050410132739627
36,0.0011457016104961222
37,0.001254582834974248
38,0.0012066631945119861
39,0.0011734945875732745
40,0.0009264347047370867
41,0.0011356338019576308
42,0.0011507873355380224
43,0.0011397119510472187
44,0.0012411628714070631
45,0.0012482031211539014
46,0.0012127003129186308
47,0.0009477524920622293
48,0.0011613781643489594
49,0.0012660596593600834
50,0.0012386508431418437
51,0.0012212033479748433
52,0.0012353606981606274
53,0.0009333422403320031
54,0.0012651141339734692
55,0.0012390038699651267
56,0.0011489697673381886
57,0.0012428890770613083
58,0.0011453258764310234
59,0.001242791848430433
60,0.00123955568917579
61,0.001234870479133896
62,0.0012442586531819866
63,0.001244066901843129
64,0.0011395549420511592
65,0.0012431201917037077
66,0.001233280099577707
67,0.000895878616041565
68,0.00124631451934623
69,0.0012279398253428908
70,0.001199413010514103
71,0.0012412502787856388
72,0.0013050086113983643
73,0.0012070112285137383
74,0.001241800080137307
75,0.0012391215731431243
76,0.0012652002631479704
77,0.0008714701849297239
78,0.0012176907608367627
79,0.001240918749245982
80,0.0012380163137018342
81,0.001222886290434153
82,0.0012689432497494442
83,0.0011667263338824541
84,0.0012357407502632185
85,0.0009050912369326035
86,0.00120748965672014
87,0.0012148278372190085
88,0.0011351141288358667
89,0.000884034220325624
90,0.0012161769908350906
91,0.001240957738239268
92,0.0012851293974451524
93,0.0011792079337300176
94,0.0011860061601596454
95,0.0012196155705023666
96,0.0012160135116523851
97,0.001217662564710263
98,0.0012312049694028304
99,0.0012166165568702494
100,0.0012304840974829026
101,0.0012005649134512989
102,0.0012328493653821304
103,0.0012096925947985475
104,0.0012235471697059177
105,0.0011449340270297782
106,0.0011044719021143642
107,0.0009411550762198133
108,0.001229127766675843
109,0.0012186311164540254
110,0.0008909616377150184
111,0.0011152836068335926
112,0.0008865176687382444
113,0.0012731406281734122
114,0.0012731406281734122
115,0.0011955392321864012
116,0.0012127492405476033
117,0.0012012893075543838
118,0.0012157968427767391
119,0.0011634805471370424
120,0.0011643008162249776
121,0.0011785592538232081
122,0.0012134969125166444
123,0.001199724731847498
124,0.0012034857876943768
125,0.0011973476175835313
126,0.0012162930195123438
127,0.00110881733880808
128,0.0011934789790670206
129,0.001180148724448612
130,0.001180595288623659
131,0.0012031957294819623
132,0.001092700176377521
133,0.0011963802564648636
134,0.0011589417056150665
135,0.0008673985159114339
136,0.0012000964463138098
137,0.0011328729089924664
138,0.0012081447127328092
139,0.0011950665710869026
140,0.0011372259306715847
141,0.0012607161297651832
142,0.001104511486201412
143,0.001241763421021527
144,0.0012128832076995436
145,0.0011910980183639926
146,0.001237069876641968
147,0.0011879860902689985
148,0.0011746017051437816
149,0.0012195434917261579
150,0.001078368127157175
151,0.0011322793531381864
152,0.0012260596085762478
153,0.00109260866755505
154,0.0011438887552630526
155,0.001165324106362647
156,0.0008746369371440885
157,0.0011586666570496324
158,0.0011340248697844907
159,0.0011909707298314066
160,0.0011375959309247565
161,0.0011306933041662635
162,0.0012068942532923279
163,0.001168631105204893
164,0.0011664516889136206
165,0.0011775162857213283
166,0.0011955217575266362
167,0.001179779858341796
168,0.0011730968681732366
169,0.0011910027857085256
170,0.0011730968681732366
171,0.0010878174993082612
172,0.0012183747979510305
173,0.0011598128931040765
174,0.001170846102773238
175,0.0012253154145455945
176,0.0010791709674197
177,0.0011069651362055261
178,0.0011212888571072897
179,0.0011823159244385443
180,0.0010711368568785897
181,0.0012055665678427966
182,0.0011834501627740867
183,0.0010522385729297722
184,0.001201546260155947
185,0.0011586161474687632
186,0.0011637150904528135
187,0.001207600215337217
188,0.001127304776674498
189,0.0011378269582975515
190,0.001075716605256392
191,0.001071650000808134
192,0.0010675987531903607
193,0.0011287833750773342
194,0.0011491168485482056
195,0.0011740101094404101
196,0.0011524551995719392
197,0.001150400024697414
198,0.0008721996369163692
199,0.0010463323490348048
200,0.0012063716730091644
201,0.0012063716730091644
202,0.0008893878227350276
203,0.0010589598207189803
204,0.0011905580320278988
205,0.0011682261409244963
206,0.0010357508358234027
207,0.0010347907753592996
208,0.0011420392866645953
209,0.0010391202656311214
210,0.0011442039404249173
211,0.0010347723845601352
212,0.0011334215024023163
213,0.001040696192584302
214,0.001028937657083135
215,0.0011442039404249173
216,0.0008794358651665692
217,0.0010550117510621797
218,0.0010915947538359557
219,0.0010862909021489868
220,0.0010570116242792774
221,0.0011529036135960805
222,0.0010550117510621797
223,0.0012019463084508208
224,0.0012042243719005247
225,0.0011377222443291763
226,0.0008207456619315947
227,0.0011074032558568614
228,0.0011352827371143262
229,0.0008016880691095393
230,0.001054635134145264
231,0.001054635134145264
232,0.0011351644975432136
233,0.0010695468321852183
234,0.0010787464515653637
235,0.0010107718469268368
236,0.0011091742856341087
237,0.0011069178130628692
238,0.0011669756327494583
239,0.0010383742162857373
240,0.0011407263290207413
241,0.0008050052725400735
242,0.0011286487866824654
243,0.0011096059527097068
244,0.0011568089649553813
245,0.000998626972132862
246,0.0010852036506680204
247,0.0011504922423001647
248,0.0011328262054050861
249,0.0010902820514954704
250,0.0011392800401834287
251,0.001001552049199515
252,0.0008031240232103806
253,0.0009917105184851897
254,0.0010091681999291504
255,0.0010569519666705969
256,0.0011302968754115011
257,0.0008123040948655449
258,0.0010730869767641875
259,0.001024574510130161
260,0.00111838862017537
261,0.0010509646693365668
262,0.0010390272697162607
263,0.0010091076748048034
264,0.0010216586152929437
265,0.0007223099423942343
266,0.0011090376300221894
267,0.0009652494823403798
